codec, frameNum, targetBitrate, framerate,  intraPeriod, statTime, ipQpDelta, numOfPixel, maxIprop, minIprop,  maxQp, minQp, maxIQp, minIQp, firstFrmstartQp, rcMdlUpdatType
2, 360, 2048000, 30,                        60, 2, -3, 2073600, 50, 1, 46, 0, 44, 0, 32, 0 
targetBit, picQp, picLambda, encodedBit,  encodedQp, encodedLambda, madi, mse, skipRatio, alpha, beta
60268, 33, 97.728306, 61960,    33.219975, 103.975529, 11.510321, 38.101778,  0.738056,  2.708609,  -1.022606
61523, 33, 98.846541, 64072,    33.166299, 102.655322, 11.452444, 37.788944,  0.744753,  2.719349,  -1.029500
61453, 33, 101.795332, 67728,    33.141176, 102.043188, 11.412148, 37.800964,  0.750772,  2.733290,  -1.038270
61250, 33, 105.887013, 68536,    33.142770, 102.081898, 11.304099, 37.318487,  0.739506,  2.744236,  -1.045098
60960, 33, 109.438265, 69640,    33.074877, 100.445223, 11.333926, 37.719033,  0.748858,  2.751558,  -1.049625
60529, 34, 112.331694, 65016,    33.973039, 124.391658, 11.343802, 38.465746,  0.729907,  2.775914,  -1.064949
60155, 34, 120.424757, 63600,    33.789828, 119.082758, 11.271506, 38.232969,  0.742099,  2.782590,  -1.069139
59683, 34, 123.554480, 65832,    33.843750, 120.621270, 11.285926, 38.623326,  0.736759,  2.793834,  -1.076109
58710, 34, 129.426566, 63840,    33.807353, 119.580610, 11.312000, 39.354154,  0.741204,  2.795371,  -1.077067
57015, 34, 134.108420, 63704,    33.827696, 120.161146, 11.309630, 39.239307,  0.741420,  2.796722,  -1.077908
553444, 31, 61.292392, 565920,    31.477574, 68.672398, 11.308444, 30.293350,  0.000000,  6.733516,  1.785125
57497, 34, 133.364043, 56176,    33.160539, 102.514655, 11.344790, 33.783255,  0.763951,  2.756431,  -1.051915
57533, 34, 119.667678, 62912,    33.691912, 116.338958, 11.314765, 34.692145,  0.716667,  2.765501,  -1.057666
57369, 34, 122.932608, 66296,    33.860784, 121.111419, 11.349531, 35.746536,  0.714074,  2.784588,  -1.069547
57035, 34, 129.978128, 66384,    33.930637, 123.142302, 11.423407, 36.308129,  0.708642,  2.799667,  -1.078865
56589, 34, 136.283808, 64168,    33.895098, 122.104826, 11.397728, 36.906821,  0.714599,  2.803271,  -1.081102
56074, 34, 138.929248, 61328,    33.802941, 119.455081, 11.331951, 37.524579,  0.730895,  2.795675,  -1.076332
55479, 34, 137.759649, 61120,    33.893382, 122.054963, 11.292247, 37.413160,  0.730309,  2.793324,  -1.074850
54503, 34, 139.541668, 61528,    34.106127, 128.395972, 11.328198, 38.098341,  0.736420,  2.799895,  -1.078988
52505, 35, 147.833194, 56976,    34.886642, 154.614317, 11.452247, 41.732919,  0.733519,  2.818518,  -1.090941
47643, 35, 172.891999, 53576,    34.934314, 156.379033, 11.457778, 42.227133,  0.744105,  2.822415,  -1.093469
56963, 35, 143.770783, 64216,    35.052328, 160.834865, 11.458963, 41.810950,  0.692407,  2.856738,  -1.114597
56760, 35, 157.624129, 61000,    34.702083, 147.968053, 11.586370, 43.044752,  0.727654,  2.859175,  -1.116101
56610, 35, 159.086937, 60512,    34.716422, 148.473998, 11.542914, 42.688024,  0.723642,  2.859940,  -1.116574
56432, 35, 159.959147, 58880,    34.715809, 148.452342, 11.619358, 43.426986,  0.731420,  2.856042,  -1.114147
56264, 35, 158.879958, 59264,    34.684314, 147.343417, 11.621728, 43.804975,  0.734630,  2.853542,  -1.112591
56010, 35, 158.649172, 59224,    34.688113, 147.476738, 11.636346, 44.015653,  0.727469,  2.851980,  -1.111618
55629, 35, 159.206361, 61200,    34.683088, 147.300436, 11.608494, 43.826836,  0.737685,  2.856023,  -1.114115
54832, 35, 163.486235, 59544,    34.662868, 146.593058, 11.588543, 44.249221,  0.733735,  2.853561,  -1.112584
53445, 35, 167.136816, 57368,    34.708211, 148.184057, 11.524938, 44.306460,  0.739691,  2.847630,  -1.108856
49827, 35, 177.832039, 52144,    34.860539, 153.656484, 11.510123, 44.549811,  0.762284,  2.834001,  -1.100043
56352, 35, 149.576645, 58848,    34.852696, 153.369846, 11.489975, 43.930830,  0.725586,  2.844305,  -1.106518
56281, 35, 153.878250, 56312,    34.715441, 148.439349, 11.514074, 44.208685,  0.744815,  2.839272,  -1.103327
56275, 35, 151.869045, 55656,    34.687990, 147.472435, 11.499259, 44.390402,  0.744969,  2.833369,  -1.099566
56289, 35, 149.470553, 56856,    34.796324, 151.325305, 11.478519, 44.041730,  0.745278,  2.836677,  -1.101666
56257, 35, 150.877106, 58504,    34.795956, 151.312061, 11.497679, 44.292718,  0.743364,  2.843205,  -1.105772
56131, 35, 153.861398, 58464,    34.917525, 155.755240, 11.600198, 45.535415,  0.749691,  2.851346,  -1.110880
55943, 35, 157.757330, 58552,    34.841544, 152.963202, 11.614420, 45.450381,  0.749074,  2.854162,  -1.112642
55624, 35, 159.939015, 57616,    34.795098, 151.281163, 11.661037, 45.583148,  0.749259,  2.851807,  -1.111164
55103, 35, 160.625294, 57048,    34.807108, 151.714315, 11.779951, 46.609545,  0.754321,  2.849165,  -1.109499
53680, 35, 164.208553, 55352,    34.831618, 152.602152, 11.796148, 46.411766,  0.763611,  2.843570,  -1.105942
55906, 35, 154.661250, 60648,    34.967402, 157.615728, 11.738074, 45.832112,  0.733488,  2.859062,  -1.115563
55774, 35, 161.430225, 57960,    34.840931, 152.940891, 11.782716, 46.475504,  0.751790,  2.857471,  -1.114567
55693, 35, 161.021183, 58464,    35.015441, 159.428655, 11.825580, 46.665955,  0.742654,  2.863783,  -1.118509
55571, 35, 164.096196, 57064,    34.892647, 154.835506, 11.878321, 47.185151,  0.754321,  2.859711,  -1.115955
55467, 35, 162.691530, 56520,    34.944485, 156.758166, 11.993086, 47.896119,  0.753395,  2.857397,  -1.114497
55348, 35, 162.091596, 55800,    34.815686, 152.024469, 12.003358, 47.450509,  0.736358,  2.849528,  -1.109519
55217, 35, 159.176975, 54544,    34.841667, 152.967665, 12.044642, 47.672249,  0.750741,  2.841921,  -1.104663
55101, 35, 156.343896, 53800,    34.861029, 153.674417, 12.121086, 48.027129,  0.749691,  2.835723,  -1.100681
54962, 35, 154.193573, 53744,    34.824020, 152.326368, 12.151901, 48.021286,  0.752562,  2.830498,  -1.097316
54557, 35, 153.276505, 52320,    34.832353, 152.628867, 12.204840, 48.734033,  0.758796,  2.823394,  -1.092698
58840, 34, 138.430877, 57424,    33.981740, 124.649592, 12.200296, 46.170412,  0.761451,  2.804833,  -1.080909
58878, 34, 131.770671, 49584,    33.922304, 122.898244, 12.158617, 45.399054,  0.784599,  2.769012,  -1.057069
59173, 34, 118.870842, 50552,    34.009436, 125.474187, 12.172444, 44.480904,  0.776698,  2.753452,  -1.046634
59517, 34, 113.207431, 55240,    34.005882, 125.368071, 12.135704, 43.667854,  0.754691,  2.756753,  -1.048807
59779, 34, 113.694259, 58456,    33.885539, 121.827275, 12.079012, 43.088481,  0.740710,  2.763039,  -1.052876
59987, 34, 115.189589, 60784,    33.897304, 122.168966, 11.996642, 42.722079,  0.724691,  2.773085,  -1.059293
60152, 34, 117.923355, 61824,    33.888848, 121.923279, 11.899852, 41.993114,  0.725432,  2.781737,  -1.064773
60341, 34, 120.206286, 63040,    34.003309, 125.291285, 11.810963, 41.842410,  0.716512,  2.793980,  -1.072460
60566, 34, 123.566783, 64136,    33.949632, 123.700426, 11.718123, 41.496270,  0.717438,  2.802709,  -1.077890
60969, 34, 125.453949, 65400,    33.959804, 124.000331, 11.637136, 41.207738,  0.702685,  2.811671,  -1.083416
61979, 34, 126.069920, 66112,    33.948284, 123.660734, 11.646025, 41.472107,  0.712932,  2.818791,  -1.087779
61864, 34, 128.599110, 66392,    33.900980, 122.275941, 11.613630, 41.656154,  0.714259,  2.822514,  -1.090052
61711, 34, 130.151901, 66072,    33.917770, 122.765650, 11.556346, 41.641358,  0.725432,  2.824773,  -1.091431
61526, 34, 131.316229, 66104,    33.935172, 123.275302, 11.587556, 42.239196,  0.718765,  2.826910,  -1.092734
61279, 34, 132.600821, 66144,    33.873407, 121.475908, 11.465284, 41.729894,  0.714660,  2.826321,  -1.092375
60932, 34, 133.232179, 66680,    33.938113, 123.361650, 11.392593, 41.484758,  0.709907,  2.829360,  -1.094223
60377, 34, 135.598319, 66792,    33.949877, 123.707644, 11.446914, 42.133114,  0.715062,  2.832007,  -1.095830
59442, 34, 138.853424, 62864,    33.918137, 122.776396, 11.420049, 42.231545,  0.734537,  2.823268,  -1.090436
58063, 34, 139.318529, 61096,    33.889583, 121.944623, 11.404247, 42.473458,  0.745432,  2.812303,  -1.083592
566874, 31, 61.292317, 573816,    31.588358, 70.507665, 11.418272, 31.929681,  0.000000,  6.770193,  1.786908
57656, 34, 136.458776, 47592,    33.142279, 102.069985, 11.367704, 34.282517,  0.805741,  2.742244,  -1.036579
57934, 34, 111.873280, 58352,    33.893260, 122.051402, 11.435457, 35.659424,  0.734630,  2.755203,  -1.045016
57948, 34, 115.819087, 58464,    33.947794, 123.646303, 11.419654, 36.435557,  0.732407,  2.765488,  -1.051676
57961, 34, 119.026796, 60016,    33.961275, 124.043751, 11.423012, 36.799155,  0.729568,  2.776263,  -1.058578
57914, 34, 122.582451, 61696,    34.055025, 126.843381, 11.491556, 37.810835,  0.715741,  2.790302,  -1.067464
57764, 34, 127.535383, 62408,    33.863113, 121.178573, 11.473383, 37.939784,  0.703148,  2.794685,  -1.070216
57494, 34, 129.648880, 63200,    33.887255, 121.877046, 11.450864, 38.112243,  0.697654,  2.800198,  -1.073659
56977, 34, 132.797253, 62328,    33.844240, 120.635347, 11.482864, 38.841916,  0.710401,  2.800241,  -1.073685
56055, 34, 135.161465, 62448,    33.877328, 121.589370, 11.510519, 39.087209,  0.708519,  2.801660,  -1.074573
53256, 35, 143.340827, 57480,    34.814828, 151.993425, 11.515654, 41.715348,  0.708704,  2.821360,  -1.087179
57393, 34, 139.357430, 63624,    33.916176, 122.719097, 11.586173, 40.306591,  0.722006,  2.819229,  -1.085863
57220, 34, 139.054033, 63920,    34.017279, 125.708690, 11.538568, 40.689906,  0.729753,  2.821955,  -1.087546
56995, 34, 140.633051, 64656,    34.062868, 127.080443, 11.490963, 40.723396,  0.724877,  2.827010,  -1.090652
56678, 35, 143.332987, 60328,    34.984681, 158.265441, 11.454025, 43.202558,  0.705957,  2.850637,  -1.105433
56436, 35, 153.152019, 59600,    34.876593, 154.244869, 11.424988, 43.237237,  0.712932,  2.860242,  -1.111413
56136, 35, 157.951689, 59048,    34.917770, 155.764329, 11.418469, 43.723099,  0.729784,  2.866286,  -1.115173
55718, 35, 161.791079, 57664,    34.987745, 158.380917, 11.448691, 44.577792,  0.735123,  2.868720,  -1.116694
55137, 35, 164.738665, 57592,    34.938603, 156.538796, 11.674074, 45.477354,  0.746111,  2.868374,  -1.116478
53983, 35, 168.519491, 59176,    35.039216, 160.333568, 11.783309, 46.368751,  0.739198,  2.875936,  -1.121166
50127, 36, 186.769728, 53344,    35.896814, 196.649341, 11.636938, 46.922055,  0.736327,  2.893373,  -1.132262
56842, 35, 169.845007, 64160,    35.037010, 160.249391, 11.570173, 46.423383,  0.713519,  2.904794,  -1.139122
56638, 35, 175.492177, 61664,    34.890441, 154.754216, 11.537975, 46.740494,  0.733025,  2.900593,  -1.136580
56463, 35, 174.256990, 61208,    34.985662, 158.302384, 11.615802, 47.154910,  0.735525,  2.899968,  -1.136200
56253, 35, 174.719396, 61272,    34.957475, 157.243696, 11.603160, 47.289689,  0.742284,  2.898767,  -1.135471
55970, 35, 175.188770, 61616,    34.972304, 157.799772, 11.603556, 47.215787,  0.751605,  2.899432,  -1.135875
55557, 35, 176.966947, 59184,    34.937623, 156.502264, 11.562469, 47.299841,  0.746451,  2.892030,  -1.131335
55090, 35, 175.304648, 59240,    34.969240, 157.684720, 11.624296, 47.832255,  0.757068,  2.888594,  -1.129223
54305, 35, 176.595177, 57200,    34.971691, 157.776755, 11.655704, 48.253771,  0.753210,  2.880788,  -1.124371
52992, 35, 177.860726, 56936,    34.992279, 158.551977, 11.705877, 48.620254,  0.762284,  2.875858,  -1.121295
49119, 36, 191.163796, 50752,    35.976225, 200.402423, 11.751111, 49.498972,  0.758333,  2.887918,  -1.129074
56038, 35, 170.309338, 59224,    35.119363, 163.422162, 11.817877, 49.078211,  0.748611,  2.890970,  -1.130953
55950, 35, 171.958670, 57992,    34.965196, 157.532979, 11.866667, 48.976824,  0.759846,  2.884165,  -1.126743
55878, 35, 169.209997, 57264,    34.906985, 155.364934, 11.856790, 48.746561,  0.753457,  2.875836,  -1.121561
55811, 35, 165.813593, 56672,    34.926103, 156.073655, 11.938173, 48.917098,  0.752346,  2.869600,  -1.117658
55747, 35, 163.345490, 54880,    34.866789, 153.885283, 11.972543, 48.984995,  0.754259,  2.858526,  -1.110650
55746, 35, 158.643563, 53096,    34.844608, 153.074810, 12.051753, 49.497630,  0.757932,  2.845685,  -1.102418
55857, 35, 152.962960, 46640,    34.754289, 149.818548, 12.060049, 49.273439,  0.771574,  2.814440,  -1.081586
56581, 34, 138.373160, 49592,    34.017279, 125.708690, 12.068148, 46.189987,  0.796296,  2.780865,  -1.059319
57658, 34, 123.690883, 56176,    34.200858, 131.324478, 12.057679, 45.161334,  0.754167,  2.785357,  -1.062233
59242, 34, 121.638144, 59440,    34.208946, 131.577592, 11.990914, 44.642437,  0.748951,  2.796789,  -1.069523
59131, 34, 125.596038, 61248,    34.228186, 132.181660, 11.937580, 44.462693,  0.750340,  2.809197,  -1.077336
59071, 34, 129.848048, 62152,    34.375245, 136.891279, 11.928494, 44.745134,  0.749938,  2.824307,  -1.086769
58970, 34, 135.256582, 64144,    34.259559, 133.172590, 11.874370, 44.476873,  0.740864,  2.835021,  -1.093362
58768, 34, 139.516528, 63160,    34.166912, 130.267464, 11.859556, 44.626294,  0.758179,  2.836469,  -1.094253
58540, 34, 140.628608, 64208,    34.193873, 131.106271, 11.830123, 44.749619,  0.746883,  2.840867,  -1.096947
58168, 35, 143.204863, 62688,    35.042892, 160.473960, 11.812148, 46.869047,  0.721543,  2.868700,  -1.114087
57704, 35, 155.117241, 60632,    34.984191, 158.246972, 11.756049, 47.035598,  0.740031,  2.879472,  -1.120719
57103, 35, 161.324114, 60872,    35.019240, 159.572911, 11.770469, 47.459357,  0.736636,  2.888211,  -1.126073
55874, 35, 169.050676, 59264,    35.012255, 159.307767, 11.809383, 48.088821,  0.743519,  2.889217,  -1.126692
52583, 36, 181.486695, 53944,    35.852941, 194.606106, 11.803654, 48.748905,  0.739722,  2.903459,  -1.135686
61663, 35, 157.313989, 66688,    35.025000, 159.791870, 11.785481, 48.102296,  0.710957,  2.918644,  -1.144673
61522, 35, 163.638045, 65096,    34.842525, 152.998908, 11.720099, 47.699207,  0.725926,  2.918263,  -1.144448
61398, 35, 163.867908, 66024,    34.955882, 157.184069, 11.704099, 47.561031,  0.717963,  2.924317,  -1.148023
61205, 35, 166.889512, 65136,    34.926225, 156.078208, 11.818272, 48.033032,  0.726852,  2.924974,  -1.148412
60984, 35, 167.851285, 63888,    34.936642, 156.465741, 11.772840, 47.828499,  0.738364,  2.922514,  -1.146948
60737, 35, 167.625555, 61416,    34.850368, 153.284853, 11.639506, 47.328058,  0.728457,  2.911309,  -1.140202
60521, 35, 163.715994, 60760,    34.819240, 152.153147, 11.566420, 46.705825,  0.736389,  2.901301,  -1.134134
60214, 35, 160.612645, 60176,    34.975490, 157.919516, 11.502815, 46.469132,  0.738827,  2.898741,  -1.132573
59678, 35, 161.213945, 60424,    34.961275, 157.385975, 11.484642, 46.627484,  0.727130,  2.897297,  -1.131692
